kol1,kol2,kol3,kol4,kol5,kol6
116,-1.5408517767014238,-0.84170557220071951,-0.84195053563276301,-0.83903528379645886,2
117,-1.5364517846739549,-0.76034592361460041,-0.76473469594289156,-0.75463883663294518,2
118,-1.5676238488889589,-0.9557482044910881,-0.95666634987378552,-0.94776351857638697,2
119,-1.5607181240451671,-1.0373827357070575,-1.0395649671970941,-1.0372892382139112,2
120,-1.5458875516822879,-0.84117824633937388,-0.84184581844043904,-0.83902406409728125,2
121,-1.5451676209850609,-0.77504746943693759,-0.77659765787330459,-0.76655415715952024,2
122,-1.5714740756567269,-0.93711228415715109,-0.94483330714117941,-0.93935622399266427,2
123,-1.574884864206707,-1.0493055360330843,-1.0463192261019887,-1.0395817967458605,2
124,-1.5406591718655422,-0.83477553800870963,-0.83337868546110272,-0.82964065568511036,2
125,-1.5378336776226587,-0.76929924355829804,-0.76998551515799241,-0.76262352254764632,2
126,-1.570980408892914,-0.94308116411961618,-0.9478813254177515,-0.93912809010938714,2
127,-1.5702567382959611,-1.0329920934289034,-1.0408477528030624,-1.0363879223799801,2
128,-1.5511738999447844,-0.85914472462238278,-0.86041068067958482,-0.84739769958347133,2
129,-1.5484793021923058,-0.76836052872710836,-0.77254360657047749,-0.7603421837148745,2
130,-1.5701482812039114,-0.94060535050109995,-0.94163569287557314,-0.93374637440388131,2
131,-1.5774672649674102,-1.0460967020683003,-1.0469250898575773,-1.0386056829174122,2
132,-1.5441354086607249,-0.83499619209253506,-0.83487838525117064,-0.83128995146421247,2
133,-1.5366612190586029,-0.75869288793577239,-0.76412509228757719,-0.7592202137971179,2
134,-1.5849134053215881,-0.95443923958703869,-0.95523396827878293,-0.95229627704412367,2
135,-1.5773868571233043,-1.0463285758513035,-1.0439817887733291,-1.0396266755425707,2
136,-1.5506260046349467,-0.85791429761257643,-0.8574785992945142,-0.85167240497012386,2
137,-1.5377925387256741,-0.76070495398828253,-0.76010843998200861,-0.75423866736227874,2
138,-1.5715937524479544,-0.96570755746104076,-0.96219018176887383,-0.95559860850205391,2
139,-1.5863439169667277,-1.0498029426966231,-1.0547452201843408,-1.0444287067905689,2
140,-1.5348062287945787,-0.83372462618574428,-0.83549546870593683,-0.82508171791929275,2
141,-1.5376784717840355,-0.7629264544254406,-0.76678416099266034,-0.76172968651316686,2
142,-1.5757992696896785,-0.94728107151175167,-0.95304986683888349,-0.94627503848549666,2
143,-1.5752289349814856,-1.0627654351464375,-1.064693353455116,-1.0587113838436104,2
144,-1.5407040506622525,-0.84526221684000791,-0.84738087003470497,-0.84041530679529941,2
145,-1.5484045041977885,-0.77144220610121306,-0.77679587255877491,-0.77177131727708836,2
146,-1.5820299426329536,-0.96554300187310316,-0.96787482935217384,-0.95790238673318073,2
147,-1.5879726432973376,-1.0580830806896666,-1.0670494902824048,-1.0586889444452552,2
148,-1.5395166324992935,-0.85304120826978691,-0.85053360550360091,-0.84733412128813179,2
149,-1.5500369704281245,-0.7813828595725365,-0.78722271299445956,-0.77839467969157805,2
150,-1.5620457884478458,-0.93270668228009357,-0.93644845195581183,-0.92948662861613218,2
151,-1.5578178318077665,-1.0422333856514918,-1.0454478294658645,-1.0399557867184459,2
152,-1.5306942090460007,-0.83471195971337009,-0.83714476448503894,-0.82962943598593275,2
153,-1.5402459129458352,-0.7809078923073528,-0.78338557587573199,-0.77403769651095666,2
154,-1.5645253419660878,-0.94952875124699077,-0.95254124047616717,-0.94903882438290366,2
155,-1.5720126212172501,-1.0517776097518745,-1.0555792178232064,-1.0514522384757252,2
156,-1.5532327147438678,-0.84563994671231923,-0.85015213573156367,-0.83915122068796033,2
157,-1.5500781093251088,-0.76767986697700263,-0.77487356409968533,-0.76796409935616761,2
158,-1.5616942378736154,-0.94827962473855509,-0.95074982850748246,-0.9458711293151042,2
159,-1.5829106890183926,-1.066344519184081,-1.063679840629409,-1.058849760133467,2
160,-1.5450348545447929,-0.84813071992973887,-0.85251201245857844,-0.84269664562807112,2
161,-1.5549680282166647,-0.77637139393989041,-0.77851996633239418,-0.76521901295738981,2
162,-1.5655332449422059,-0.93938240329074529,-0.93943663183677018,-0.9348571246224604,2
163,-1.5814390384762684,-1.0514185793781925,-1.057531445480103,-1.0517514304537936,2
164,-1.5496480208566354,-0.85484757983737503,-0.85364146217578674,-0.8457446639046432,2
165,-1.5371511459226901,-0.75722310734351128,-0.76060210674582152,-0.75359914450915744,2
166,-1.5690599703836874,-0.9466826875556148,-0.95058527291954487,-0.94483891699076816,2
167,-1.5737198854421031,-1.0436807268453978,-1.0448307460110984,-1.0383139707387956,2
168,-1.5339180026096881,-0.84226655715959775,-0.84346893492146024,-0.83628271759822936,2
169,-1.5511664201453328,-0.76901875107885886,-0.77194896251406642,-0.76781450336713342,2
170,-1.576205048809934,-0.95265904731753159,-0.95232432629206754,-0.94503713167623848,2
171,-1.5730317438925456,-1.0480414499257451,-1.0498347318442929,-1.044660580573572,2
172,-1.5362853591361545,-0.83833966244744973,-0.84441886945182754,-0.83415097475449185,2
173,-1.5371081370758426,-0.76974803152540061,-0.77168716953325656,-0.76529755085163287,2
174,-1.5731196315361033,-0.95247205233123888,-0.95138561146087786,-0.9458786091145559,2
175,-1.568783217803974,-1.0407411656608756,-1.0407953942069006,-1.0392751249683403,2
176,-1.5479388866819195,-0.84375503725048817,-0.84801665298810036,-0.84104734984896901,2
177,-1.539036055384521,-0.77305784278278256,-0.76956664638869665,-0.76394744705059903,2
178,-1.569404041158466,-0.95238229473781832,-0.9509779623907596,-0.94687342244163342,2
179,-1.57689880020908,-1.0482209651125862,-1.0484434891462746,-1.0440285375199023,2
180,-1.55154788991737,-0.85307112746759373,-0.85156581782793705,-0.84560628761478662,2
181,-1.5480080748268479,-0.78071341752160839,-0.77532609196651381,-0.76892525358571251,2
182,-1.5741686734092057,-0.94597958640715407,-0.95339019771393629,-0.94026127972632123,2
183,-1.5774186462709741,-1.0541823652755995,-1.0621390019423567,-1.0535465823222041,2
184,-1.5415885369474174,-0.8531795845596436,-0.85297949992431032,-0.84813819972919058,2
185,-1.5385311689215306,-0.77351411054933694,-0.77561780414513048,-0.77015194069579296,2
186,-1.57261287512325,-0.95859426818246396,-0.96254173234310425,-0.95244213313343196,2
187,-1.5843711198613391,-1.0648186400959321,-1.0674870585503298,-1.0567367167883588,2
188,-1.5423065976947814,-0.85355357453222913,-0.85320015400813576,-0.8467020782344622,2
189,-1.5455902296540824,-0.7794343718153659,-0.77471274841147353,-0.76912720817090863,2
190,-1.5682241027949588,-0.95637650764503179,-0.95940021657338581,-0.95508250233988579,2
191,-1.5745033944346698,-1.0483556015027169,-1.0569480211228695,-1.0555549084749885,2
192,-1.5488233729670844,-0.84987725310171336,-0.84704053915965205,-0.84129044333114955,2
193,-1.5466336616775962,-0.77905664194305446,-0.78706189730624776,-0.77256417601896965,2
194,-1.5750568995940963,-0.96007900837362847,-0.96173765390204535,-0.95384833543035363,2
195,-1.5842009544238125,-1.0619800562040078,-1.07207965541368,-1.059493022886314,2
196,-1.5458912915820138,-0.8549597768291507,-0.8566558213548261,-0.84629068926461815,2
197,-1.5440456510673042,-0.77655464902645732,-0.77777198638722322,-0.77413493390382893,2
198,-1.5735422402051249,-0.95901313695175971,-0.96127016643631347,-0.95873638437204645,2
199,-1.5825292192463551,-1.0544815572536679,-1.0621165625440017,-1.0561532924311252,2
200,-1.5419793564687692,-0.84351568366803342,-0.85021945392662912,-0.84782778805194459,2
0,-1.5444252508894785,-0.78974901525927477,-0.79050634495376049,-0.78533780353262839,2
1,-1.5697481119332448,-0.95422232540293916,-0.95422045545307621,-0.94690147168957739,2
2,-1.5812483035902498,-1.0558204413555241,-1.0582046274307568,-1.0461135316170667,2
3,-1.5467047197723873,-0.8504382380605916,-0.85021571402690321,-0.84065279042789121,2
4,-1.5386845048102906,-0.77133000910943739,-0.77201254080940596,-0.76433452667222512,2
5,-1.5553719373870569,-0.93854092585242788,-0.94152349588379747,-0.93669154543799238,2
6,-1.5706830868647086,-1.0474355861701565,-1.0528229117252512,-1.0500815652261992,2
7,-1.5401711149513182,-0.85673996909865779,-0.86083702924833227,-0.85338714899442858,2
8,-1.528646613946095,-0.76459818960289783,-0.76379972101142779,-0.7547603833740355,2
9,-1.576128380865554,-0.95334344896736312,-0.9532368618251762,-0.95142675035786228,2
10,-1.5837353369079437,-1.0592835885016663,-1.0604897061632546,-1.0584028421162273,2
11,-1.5454892523614843,-0.84243485264726126,-0.8417635406464703,-0.82767907827889919,2
12,-1.5445673670790609,-0.77376468383096919,-0.77413680385369177,-0.76879248714544457,2
13,-1.5656865808309659,-0.94599080610633157,-0.94441069847215775,-0.94138511959394078,2
14,-1.5851789382021237,-1.0584308913641711,-1.06086369613584,-1.054169275626559,2
15,-1.5474564396172843,-0.84549783052273675,-0.84638231680790155,-0.84091832330842697,2
16,-1.5410481214370313,-0.76066007519157219,-0.76917021701775601,-0.75536624712962408,2
17,-1.5723548220421659,-0.96825442917434823,-0.96572438700980712,-0.95782197888907483,2
18,-1.5828639402718192,-1.0580531614918598,-1.0597978247139712,-1.0530510456085282,2
19,-1.5266139784450927,-0.82661133690716748,-0.82284338793336831,-0.81533740918357678,2
20,-1.5409976327907322,-0.7703763346793443,-0.77006031315250956,-0.75379174934503901,2
21,-1.5683512593856379,-0.94396378045491802,-0.9470697671772409,-0.94249212991279396,2
22,-1.5785200467402383,-1.0477572175465801,-1.0597118070202767,-1.0502386410146851,2
23,-1.5481053122197201,-0.84464887328496763,-0.84510327110165906,-0.84012546456654569,2
24,-1.5599607943506815,-0.77870883126854995,-0.78586886929369992,-0.77890891590388323,2
25,-1.5609705672766623,-0.93807343838669599,-0.94056234165425268,-0.93158658231219993,2
26,-1.5784583383947617,-1.0452215655324502,-1.0473402187271472,-1.0476655900032967,2
27,-1.5402982715419973,-0.85540856479625338,-0.85271022714404876,-0.84735469073662395,2
28,-1.5339161326598252,-0.75871158743440159,-0.76048990975404585,-0.74967411974687226,2
29,-1.5761844793614417,-0.94306994442043857,-0.95060023251844827,-0.9451474587181512,2
30,-1.5785443560884564,-1.0527425038811453,-1.0551453894550074,-1.053189421898385,2
31,-1.5601459193871112,-0.85099174322001825,-0.85434082342452167,-0.84879455213107824,2
32,-1.5402290833970689,-0.76856622321203039,-0.76860923205887766,-0.76536673899656116,2
33,-1.5681698742489338,-0.93756107212425377,-0.94531575420581471,-0.93629511606705174,2
34,-1.5812782227880566,-1.041324590018109,-1.0434956018089681,-1.0416144322468628,2
35,-1.5384844201749575,-0.83936439497233406,-0.83974025489478255,-0.83022594999220667,2
36,-1.5482044195624554,-0.7656752807239442,-0.77554300615061345,-0.76804824709999941,2
37,-1.5735833791021094,-0.95869898537478793,-0.95551820065794801,-0.95788555718441437,2
38,-1.5728223095078979,-1.0534717843276871,-1.0540720382336868,-1.0448344859108243,2
39,-1.5466897601734839,-0.8538228473124907,-0.8535928434793506,-0.84521546809343473,2
40,-1.5351839586668901,-0.76136317634003303,-0.76164927866906096,-0.75461826718445302,2
41,-1.5735067111577294,-0.94329059850426411,-0.94219293793472558,-0.93674764393388021,2
42,-1.5865140824042541,-1.0506182408368594,-1.050788406274386,-1.0466894761748484,2
43,-1.5485559701366858,-0.84957432122391907,-0.8471078573547175,-0.83922788863234032,2
44,-1.5440063821201828,-0.76616520758803119,-0.76983217926923242,-0.7588032149776851,2
45,-1.566771151751464,-0.9499027412195763,-0.95382776598186136,-0.94556632748744707,2
46,-1.5778636943383508,-1.03752485189664,-1.0472766404318077,-1.0395013889017546,2
47,-1.5533056427885219,-0.84988099300143916,-0.85561986913076415,-0.84363723040912375,2
48,-1.5504876283450899,-0.77876866966416358,-0.78677392502735688,-0.77819459505624478,2
49,-1.5788098889689921,-0.95096113284199335,-0.94991583086861675,-0.94568974417840024,2
50,-1.5758160992384449,-1.0403110771924022,-1.0377623355292318,-1.0329939633787664,2
51,-1.5435688138522576,-0.83560579574784954,-0.83969163619834641,-0.82877860879830068,2
52,-1.5484755622925799,-0.77234726183487001,-0.77658643817412709,-0.76647748921514014,2
53,-1.5636221561822938,-0.94847409952429951,-0.9490257347338632,-0.94710342627477351,2
54,-1.5773251487778277,-1.0458461287866681,-1.0512932927373764,-1.0445240742335782,2
55,-1.5542406177199857,-0.85307112746759373,-0.8568353365416671,-0.85294210092705181,2
56,-1.5470693599956582,-0.76977421082348163,-0.76642513061897821,-0.76084146032827626,2
57,-1.5746772997719221,-0.94988778162067278,-0.95010656575463537,-0.94279880169031416,2
58,-1.5679286507166161,-1.0421698073561523,-1.0433048669229494,-1.0415732933498785,2
59,-1.5465382942345869,-0.84657492164378312,-0.84530148578712938,-0.83528977422101469,2
60,-1.5317563405681438,-0.75643772840108159,-0.75893037156836418,-0.75298019110452841,2
61,-1.5765117205874541,-0.93641666280814206,-0.94169927117091268,-0.93107795594948362,2
62,-1.57504007004533,-1.0417808577846634,-1.0425007884818904,-1.0333791730505295,2
63,-1.5507512912757628,-0.85412577919028498,-0.84851031975191327,-0.84401870018116099,2
64,-1.5494928150180125,-0.77093731963822265,-0.7774054762140894,-0.77114114417328172,2
65,-1.5775420629619272,-0.9410204793706699,-0.94682667369506024,-0.93874849028721286,2
66,-1.5703109668419859,-1.0339083688617379,-1.0398342399773557,-1.0342206504888469,2
67,-1.5471591175890789,-0.84414398682197722,-0.84740704933278588,-0.84278827317135463,2
68,-1.5549717681163904,-0.78553414826823587,-0.78456364428937642,-0.77524381417254495,2
69,-1.5760610626704885,-0.94653309156658061,-0.95460192522511345,-0.94729042126106633,2
70,-1.5856726049659366,-1.0503639276555012,-1.0526359167389583,-1.0510614189543732,2
71,-1.5401337159540596,-0.83652581108040991,-0.84117637638951104,-0.83403690781285322,2
72,-1.5472544850320882,-0.77994673807780801,-0.77826939305076193,-0.77054650011687076,2
73,-1.5709729290934624,-0.95532185592234053,-0.9548599783061974,-0.94635918622932835,2
74,-1.5790249332032289,-1.0498927002900436,-1.0502236814157817,-1.0428710385547502,2
75,-1.544881518656033,-0.85023254357566957,-0.8463037789136586,-0.84124369458457637,2
76,-1.5497807872969034,-0.77573187108676911,-0.78337809607628028,-0.7774166959132669,2
77,-1.5795990078111477,-0.96246132449899835,-0.95790799658276948,-0.95555559965520653,2
78,-1.5831369529518067,-1.054661072440509,-1.0553997026363655,-1.0497412343511463,2
79,-1.5439671131730612,-0.86286592484960878,-0.85867910710651374,-0.85171167391724534,2
80,-1.5519929379847468,-0.78842883065604785,-0.79416770678537285,-0.78725263219226638,2
81,-1.5688337064502731,-0.9447229800992667,-0.94882378014866697,-0.93831466191901358,2
82,-1.5604694207133978,-1.0438602420322389,-1.0482041355638199,-1.0397931010803714,2
83,-1.5402159937480284,-0.83943171316739951,-0.8471078573547175,-0.83387609212464142,2
84,-1.5542144384219048,-0.78697026976296425,-0.79204344374108704,-0.78162782300458,2
85,-1.5691553378266967,-0.95292458019806736,-0.95556681935438414,-0.95168480343894635,2
86,-1.573179469931717,-1.0458461287866681,-1.0445465136319334,-1.0333679533513518,2
87,-1.5450011954472602,-0.86361764469450575,-0.86054905696944139,-0.85621825308690103,2
88,-1.5365321925180608,-0.78033942754902286,-0.7790398123942881,-0.77053902031741905,2
89,-1.5669263575900869,-0.94735960940599462,-0.95022998244558854,-0.94387589281136042,2
90,-1.5790698119999391,-1.058045681692408,-1.0587057739940215,-1.0471943626378388,2
91,-1.5537637805049391,-0.85304120826978691,-0.85346942678839732,-0.85056726460113363,2
92,-1.547175947137845,-0.79140205093810279,-0.79436218157111727,-0.79207336293889385,2
93,-1.5750681192932738,-0.95746855836498157,-0.96012201722047585,-0.95316580373038495,2
94,-1.5668571694451585,-1.032303951879346,-1.0337419433239374,-1.0300581420939698,2
95,-1.5344191491729526,-0.83998895822655195,-0.84717143565005704,-0.83957195940711904,2
96,-1.5562713832711252,-0.79542992294284898,-0.79415274718646933,-0.78985934230118748,2
97,-1.5812127745428541,-0.95097609244089676,-0.95881305231642655,-0.95074982850748246,2
98,-1.5776879190512356,-1.0546348931424281,-1.0508332850710962,-1.0471382641419511,2
99,-1.5398195643770878,-0.84549035072328504,-0.84907878451024321,-0.83961683820382937,2
100,-1.5309952709739321,-0.77883598785922903,-0.77869574161950939,-0.76962648478431028,2
101,-1.5633753228003873,-0.94686594264218171,-0.94949322219959509,-0.94166561207337995,2
102,-1.5904334973169505,-1.0584121918655418,-1.0662566315405233,-1.0607701986426936,2
103,-1.5460988560167988,-0.85195663734928884,-0.85425106583110111,-0.84867861523957666,2
104,-1.5403749394863773,-0.77980088198849962,-0.77958209785453714,-0.77308589203072653,2
105,-1.5832715893419376,-0.96124211718836949,-0.9639292351413965,-0.95765368340141133,2
106,-1.5819345751899443,-1.0483743010013462,-1.0518131387992702,-1.0432412886276099,2
107,-1.5532327147438678,-0.8437924362477468,-0.8469620012654091,-0.83280274090332096,2
108,-1.5373175714604905,-0.75387963698859661,-0.75657797464080123,-0.74570234623801401,2
109,-1.5634669503436709,-0.93836889046503846,-0.93693463892017304,-0.92794765987894268,2
110,-1.5717770075345212,-1.0353108312589336,-1.0365655676169581,-1.033652185730517,2
111,-1.547981895528767,-0.84242363294808376,-0.84469188213181501,-0.83954204020931222,2
112,-1.5410350317879906,-0.77205554965625334,-0.7845524245901988,-0.77483616510242681,2
113,-1.5691403782277933,-0.94904256428262956,-0.94542795119759038,-0.94326628915604604,2
114,-1.5932702112590116,-1.0563477672168697,-1.0587543926904577,-1.053604550767955,2
115,-1.5509102370141117,-0.85438383227136894,-0.85720184671480093,-0.85019701452827401,2
116,-1.5456463281499704,-0.76886915508982467,-0.77290263694415962,-0.7581449926259346,2
117,-1.5700603935603537,-0.95201204466495859,-0.95264221776876523,-0.94772424962926549,2
118,-1.5678033640758,-1.0417771178849375,-1.0472691606323561,-1.0428523390561208,2
119,-1.5492291520873396,-0.84964537931871031,-0.85205200479229815,-0.84864869604176985,2
120,-1.5374578177002101,-0.77147586519874578,-0.77115984367191104,-0.76728904745565074,2
121,-1.5781254873191606,-0.95078161765515223,-0.95232432629206754,-0.94515493851760291,2
122,-1.5771923823375598,-1.0495785487130718,-1.0498235121451152,-1.0455263673601074,2
123,-1.5345556555129465,-0.83809282906554328,-0.83601531476783064,-0.83285135959975709,2
124,-1.5492385018366543,-0.77860411407622598,-0.78829980411550582,-0.77900615329675538,2
125,-1.5640447648513154,-0.95123788542170662,-0.95751904701128054,-0.94999810866258561,2
126,-1.5814465182757202,-1.0647588017003184,-1.0671878665722614,-1.0595397716328874,2
127,-1.5379683140127893,-0.85491115813271457,-0.85220160078133245,-0.8451668493969986,2
128,-1.5202654986604534,-0.75107845209393098,-0.75940159893382198,-0.74413532825288065,2
129,-1.5686897203108277,-0.95109202933239823,-0.95165114434141362,-0.94474354954775885,2
130,-1.57700725730113,-1.0470054977016832,-1.0492812266848661,-1.0460686528203564,2
131,-1.5529578321140174,-0.85516173141434693,-0.85910919557498711,-0.85190614870298986,2
132,-1.5245850828438161,-0.76469168709604429,-0.76680286049128954,-0.76043755115788381,2
133,-1.5540779320819111,-0.94258749735580327,-0.94267912489908678,-0.93431296921234841,2
134,-1.5738994006289442,-1.0485650358873648,-1.0479610420816392,-1.0420893995120464,2
135,-1.5505455967908408,-0.86309779863261182,-0.86367935303998233,-0.85754217758985374,2
136,-1.5489131305605048,-0.77341687315646468,-0.77487356409968533,-0.76880744674434798,2
137,-1.5764799314397844,-0.9559127600790257,-0.95888037051149189,-0.95567527644643391,2
138,-1.5614586241908865,-1.0417845976843891,-1.0421305384090309,-1.0365767873161358,2
139,-1.5429592101969432,-0.84336234777927344,-0.84548100097397039,-0.8380386005195184,2
140,-1.5388210111502845,-0.76521901295738981,-0.76808938599698384,-0.76004860158639487,2
141,-1.5795597388640261,-0.96087934691496157,-0.9624669343485871,-0.95632227909900691,2
142,-1.5880642708406212,-1.0525854280926594,-1.0549808338670696,-1.0507248279790464,2
143,-1.5529297828660735,-0.84877398268258608,-0.85139004254082185,-0.84599710713613852,2
144,-1.5545155003498361,-0.77752328305545382,-0.78070780767201953,-0.77394980886739906,2
145,-1.5744753451867259,-0.95479079016126911,-0.95539478396699473,-0.94451915556420751,2
146,-1.5829836170630467,-1.0416013425978223,-1.0449466829026,-1.0380764871062038,2
147,-1.5477855507931595,-0.85147045038492775,-0.85444928051657143,-0.8508365373813952,2
148,-1.5416053664961837,-0.77128887021245296,-0.7717470079288703,-0.76563601177682272,2
149,-1.5816484728609164,-0.95265904731753159,-0.95582861233519401,-0.9517820408318185,2
150,-1.5757338214444763,-1.0521852588219929,-1.0514765478239432,-1.043989268572781,2
151,-1.546272761354051,-0.83807786946663987,-0.84223476801192798,-0.83440715788571285,2
152,-1.5235285611712621,-0.77987567998301677,-0.77851622643266838,-0.77277174045375463,2
153,-1.5327698533938505,-0.93124064158755826,-0.93369588575758233,-0.92270432046329354,2
154,-1.5376728619344469,-1.0499263593875763,-1.0442996802500268,-1.0422427354008066,2
155,-1.4549631095472939,-0.82627474593184058,-0.8327129833099004,-0.82122401135207301,2
156,-1.4188562476440238,-0.74155292749217749,-0.74261692896418341,-0.73103071961348365,2
157,-1.4249822033949748,-0.91258228185526624,-0.92064737561407317,-0.90869465609023958,2
158,-1.4171789026169779,-1.0008962739816132,-1.0045221067658299,-1.0023380053259305,2
159,-1.3624809991764812,-0.7852031671424976,-0.78973031576064545,-0.78217945821414359,2
160,-1.3482263713713836,-0.71033224458073752,-0.71192731181381474,-0.70788822010989105,2
161,-1.3673073397726974,-0.87420343086853913,-0.88044345356112874,-0.87235779035382954,2
162,-1.4187646201007404,-0.99279565117541069,-0.99760703217272351,-0.99012723272101288,2
163,-1.3589879328325323,-0.78343419457216812,-0.77937453341975216,-0.77352907014824035,2
164,-1.3890791660267641,-0.72086754210847181,-0.72012143211316371,-0.71793359077353835,2
165,-1.4211899450729577,-0.89883815036274795,-0.90686584512429635,-0.89947206336628049,2
166,-1.4353454655353199,-0.98202847986467323,-0.98004820295983286,-0.97391102750970437,2
167,-1.4124591491629483,-0.79739150034906003,-0.80072936085438595,-0.7919106773008191,2
168,-1.4066716543371873,-0.71380287152633115,-0.71954548755538206,-0.71193479161326645,2
169,-1.4706501189473939,-0.91116485985916706,-0.92022476694505151,-0.90695934261744282,2
170,-1.4677909656069776,-1.010750909759242,-1.0112614060718212,-1.0104648074302141,2
171,-1.4531473882303911,-0.81004358112162855,-0.81060643603036975,-0.80332859116385535,2
172,-1.4752053168134858,-0.75172919464622978,-0.75626756296355524,-0.74027201183607205,2
173,-1.5043466154773502,-0.92131494771513833,-0.91922995361797399,-0.9142259677847796,2
174,-1.5344715077691147,-1.0292708932016774,-1.0326985113004239,-1.0256301008185573,2
175,-1.524308330264103,-0.83807412956691396,-0.83364047844191258,-0.82815778544380869,2
176,-1.5316983721223929,-0.75656114509203487,-0.75646951754875136,-0.75316344619109532,2
177,-1.5965370136695463,-0.94576641212278023,-0.94916411102371978,-0.93885320747953671,2
178,-1.6199787051512073,-1.042409160938607,-1.0462145089096648,-1.0390974797313621,2
179,-1.5986968057612276,-0.86050978802231992,-0.85865292780843283,-0.85410146984206692,2
180,-1.6109561970625814,-0.79945779494759517,-0.80163254663817995,-0.79395079260127321,2
181,-1.657951777017679,-0.96184424104423227,-0.96135244423028221,-0.95609788511545557,2
182,-1.6751964546535978,-1.0730501593925394,-1.0801241797239949,-1.0725957615758481,2
183,-1.6415167876724079,-0.86674046096559487,-0.86925180363150667,-0.86282291600276151,2
184,-1.6561323158010506,-0.81414064127130303,-0.80876453541538607,-0.80265353926333849,2
185,-1.6814439571456392,-0.97635879188027663,-0.98000706406284843,-0.97619984614192779,2
186,-1.7010672110072018,-1.0887165993441474,-1.0907567146446016,-1.082315760963346,2
187,-1.6730273128126019,-0.88640485372414202,-0.88809341845036571,-0.88173932881613759,2
188,-1.6691509067467527,-0.81739435403279714,-0.82140913638850277,-0.81046244989092431,2
189,-1.6905057341813865,-0.99099301950754837,-0.99850086820720296,-0.98714279273978034,2
190,-1.6858289895742045,-1.0888587155337299,-1.0863473728678181,-1.0820876270800688,2
191,-1.6512741860571645,-0.87688680892184034,-0.88336618519688459,-0.87380700149759849,2
192,-1.6345998431294386,-0.81735695503553862,-0.81912405765600527,-0.81576188780246128,2
193,-1.6650127077000938,-0.98157221209811896,-0.97856346276866835,-0.97519381311567266,2
194,-1.6691901756938743,-1.0860201316418057,-1.0868372997319051,-1.0837593622575261,2
195,-1.6243207287329253,-0.8839402598048034,-0.8837027761722116,-0.88157851312792579,2
196,-1.6162930339713768,-0.80526585922184846,-0.80621392380235268,-0.79865932635612502,2
197,-1.6241617829945765,-0.98457161167825491,-0.98736718672333168,-0.97781922272322308,2
198,-1.6334030752171649,-1.0790900974497959,-1.0820838871803431,-1.0806963843820507,2
199,-1.5952916270608364,-0.86724534742858539,-0.86699290419709008,-0.85849211212022103,2
200,-1.5899716197008074,-0.80100985333382502,-0.80464316591749352,-0.79730174275563959,2
0,-1.6074930499164393,-0.96239026640420711,-0.96518958134900978,-0.96022486446293687,2
1,-1.6258933565676474,-1.0825495046962119,-1.0837182233605418,-1.0787796857725498,2
2,-1.5880549210913064,-0.86714811003571313,-0.86990254618380558,-0.86534921826757671,2
3,-1.5848292575777563,-0.79253898045476279,-0.79546919188997045,-0.78582586044685254,2
4,-1.6031285869363663,-0.9711266721638051,-0.97366793402752372,-0.96645179750648591,2
5,-1.6122389826685497,-1.0583747928682834,-1.0577147005666698,-1.046339795550481,2
6,-1.586439284409737,-0.86917139578740088,-0.8696183138046405,-0.86503506669060481,2
7,-1.5639007787118699,-0.78792020429333154,-0.78708433670460287,-0.77722783097711123,2
8,-1.5928850015872487,-0.95787246753537392,-0.96158431801328526,-0.9557332448921847,2
9,-1.6161883167790529,-1.0715055808057612,-1.06510474242496,-1.058587967152657,3
10,-1.5561535764297607,-0.855599299682272,-0.86599061107056086,-0.85078230883537032,3
11,-1.5681773540483857,-0.79620034228637515,-0.8033229813142666,-0.79013796483076371,3
12,-1.5747894967636977,-0.94593096771071794,-0.95494973589961796,-0.94476411899625101,3
13,-1.5921127122938594,-1.0650168547814023,-1.0677488515311397,-1.0567741157856172,3
14,-1.5593755000435852,-0.85816861079393458,-0.85766559428080702,-0.85387146600892683,3
15,-1.5687289892579492,-0.78443461774883438,-0.78845687990399171,-0.77737742696614542,3
16,-1.5798664106415463,-0.94396378045491802,-0.95142301045813638,-0.9465106521682255,3
17,-1.5799823475330479,-1.0491073213476139,-1.0510389795560182,-1.0464557324419825,3
18,-1.5524136767039054,-0.8512423165016505,-0.85165931532108341,-0.84587182049532228,3
19,-1.5563405714160534,-0.78895989641711928,-0.78769768025964315,-0.78335004682833631,3
20,-1.5876323124222849,-0.96231172850996416,-0.96125520683741006,-0.95462623457333151,3
21,-1.5742453413535857,-1.0603980786199712,-1.0608674360355659,-1.0555997872716987,3
22,-1.5543920836588829,-0.85846780277200296,-0.8602274255930179,-0.84822421742288534,3
23,-1.551884480892697,-0.77607220196182192,-0.77826939305076193,-0.7702155189911325,3
24,-1.5787444407237896,-0.945542018139229,-0.95082462650199961,-0.94952501134726486,3
25,-1.585300484943214,-1.0553417341906146,-1.055878409801275,-1.0471064749942813,3
26,-1.5487784941703742,-0.85849398207008398,-0.86298747159069911,-0.85331796084950018,3
27,-1.544827290110008,-0.77548503770486266,-0.77648920078125483,-0.77421347179807187,3
28,-1.5621617253393474,-0.94358605058260669,-0.94515493851760291,-0.93757977162288308,3
29,-1.5731084118369258,-1.0355464449416627,-1.0421043591109498,-1.0363467834829956,3
30,-1.5429442505980397,-0.84566238611067446,-0.84870105463793188,-0.83632011659548788,3
31,-1.5533673511339985,-0.7975766253854899,-0.79223043872737975,-0.78985747235132453,3
