kol1,kol2,kol3,kol4,kol5,kol6
140,-1.5763078960523949,-1.0314437749423992,-1.0378427433733377,-1.0323357410270158,1
141,-1.5442027268557901,-0.87331146478392263,-0.88072020614084201,-0.86905732884576226,1
142,-1.5466448813767737,-0.80115944932285932,-0.80267036881210485,-0.79856208896325276,1
143,-1.5590763080655168,-0.92818888341126038,-0.93297221516062934,-0.9242601187492494,1
144,-1.5666982237068097,-1.033934548159819,-1.0409057212488133,-1.0345497616647221,1
145,-1.5391071134793124,-0.86145224275323551,-0.86750340050966934,-0.86538848721469819,1
146,-1.5428731925032486,-0.80215426264993683,-0.80110335082697148,-0.79898095773254862,1
147,-1.5655893434380936,-0.93717212255276483,-0.93747505443055912,-0.93507590875642288,1
148,-1.5710832561353751,-1.0291325169118208,-1.0297271609682317,-1.0237938100531623,1
149,-1.5436492216963635,-0.87878293808284891,-0.87979271100882983,-0.86951359661231664,1
150,-1.5483502756517638,-0.79815256994327166,-0.79794687545834964,-0.79235759531805883,1
151,-1.5646711980553962,-0.92387677902734922,-0.92729878727650683,-0.91639136972604984,1
152,-1.5681455649007157,-1.0149246378532966,-1.0189599896574943,-1.0082545266922336,1
153,-1.5376335929873253,-0.85067011184359465,-0.8549672566286024,-0.84584751114710421,1
154,-1.5573503443420345,-0.80376989933150633,-0.80433462419011048,-0.79650888401375819,1
155,-1.5681062959535943,-0.93610625113089607,-0.93881393853241524,-0.92985500873912896,1
156,-1.5672629485654139,-1.025949862245118,-1.0251345641048815,-1.0187599050221612,1
157,-1.5407788486567697,-0.85961595198784058,-0.86269014956249357,-0.85563856862939347,1
158,-1.5444028114911235,-0.78518259769400545,-0.78091163220707871,-0.77514283687994689,1
159,-1.5719621325709512,-0.95276376450985556,-0.95224391844796163,-0.94712212577340282,1
160,-1.5778786539372542,-1.0277936328099646,-1.0333885227998441,-1.0274776112831299,1
161,-1.548806543418318,-0.85611166594471411,-0.855599299682272,-0.8513115046465789,1
162,-1.542009275666576,-0.78698148946214186,-0.78023845025642469,-0.77887151690662459,1
163,-1.5703203165913007,-0.93774432721082068,-0.93853344605297617,-0.93315734019705909,1
164,-1.5710982157342785,-1.0340991037477567,-1.0378128241755309,-1.0319056525585424,1
165,-1.5482792175569724,-0.8520501348424353,-0.85150784938218627,-0.84522294789288643,1
166,-1.5516301677113387,-0.7758702473766258,-0.78004397547068027,-0.77098780828452163,1
167,-1.576257407406096,-0.93692902907058417,-0.94120747435696273,-0.93341539327814316,1
168,-1.5678071039755259,-1.0134698168599388,-1.0178604591380929,-1.0104049690346004,1
169,-1.5406049433195173,-0.85566287797761154,-0.85679606759454563,-0.84754916552236836,1
170,-1.5371174868251574,-0.77257913561787306,-0.7816932712497825,-0.7730484930334679,1
171,-1.5647590856989537,-0.9303243661547238,-0.9293594720254531,-0.9208493301992694,1
172,-1.5718125365819169,-1.0330033131280809,-1.0324722473670096,-1.0229074538181346,1
173,-1.5472021264359261,-0.85341893814209835,-0.85837804517858241,-0.84715273615142772,1
174,-1.551312276234641,-0.80132026501107101,-0.80403169231231619,-0.79924649061308428,1
175,-1.5738601316818226,-0.94383288396451315,-0.94702675833039351,-0.94131032159942374,1
176,-1.5629601939308173,-1.0258975036489559,-1.0258339253536164,-1.0231954260970255,1
177,-1.5417605723348067,-0.86205436660909818,-0.86156443974501118,-0.85486440938614139,1
178,-1.5474713992161877,-0.79054935380060776,-0.7880099618867521,-0.78251043933988185,1
179,-1.567236769267333,-0.94698561943340909,-0.95047868577735795,-0.94745871674872983,1
180,-1.578475167943528,-1.048819349068723,-1.0524320922038992,-1.0419024045257537,1
181,-1.5538572779980857,-0.86570824864125884,-0.8667815998625793,-0.86045929937602095,1
182,-1.5400776174581718,-0.78244873099440526,-0.78711238595254673,-0.7840550179266601,1
183,-1.5663354534334017,-0.93854092585242788,-0.94521290696335369,-0.93511704765340731,1
184,-1.579432582273347,-1.0549378250202224,-1.0565011031056299,-1.0511175174502612,1
185,-1.5541415103772507,-0.87289633591435267,-0.87644924065391527,-0.86676851021353885,1
186,-1.544127928861273,-0.80552391230293241,-0.80500406624103849,-0.79572350507132861,1
187,-1.5720126212172501,-0.95786498773592221,-0.95976859669638248,-0.95456452622785493,1
188,-1.5762237483085633,-1.0512615035897066,-1.0560747545368823,-1.0475197339139883,1
189,-1.5538086593016496,-0.88452742406176266,-0.89121062487186609,-0.88203852079420597,1
190,-1.5503997407015324,-0.80640278873850846,-0.80543789460923776,-0.80011788724920863,1
191,-1.5765192003869057,-0.97158293993035938,-0.97257775325743689,-0.96685383672701541,1
192,-1.5782619936591544,-1.0737009019448385,-1.0771977081885131,-1.0705350768269017,1
193,-1.5371661055215935,-0.87739917518428245,-0.88365976732536422,-0.86636460104314639,1
194,-1.5451507914362945,-0.82665808565374066,-0.83120206382065487,-0.8245244728601403,1
195,-1.5780170302271108,-0.98781036484084561,-0.99044325424784774,-0.97841012687990825,1
196,-1.5895022622852124,-1.0818987621439131,-1.08818179368335,-1.0779849570808056,1
197,-1.5519592788872141,-0.90001060892680362,-0.90216853106862216,-0.89492247534977754,1
198,-1.5588668736808688,-0.83807973941650282,-0.83709240588887701,-0.83336933571178806,1
199,-1.5936068022343386,-1.0138924255289605,-1.0132229834780324,-1.0097878855798341,1
200,-1.5951289414227618,-1.1021465792596938,-1.1056471254030944,-1.0972828396662189,1
0,-1.5407470595091,-0.90643575665582299,-0.91136307454463739,-0.90102038185278455,1
1,-1.5456762473477772,-0.81144417356896137,-0.81222020276207629,-0.80424486659668992,1
2,-1.5543864738092941,-0.94930061736371352,-0.9477317294287172,-0.94240424226923636,1
3,-1.5802104814163249,-1.0757952457913174,-1.0755278429609187,-1.0680012947626349,1
4,-1.5465233346356833,-0.87825561222150339,-0.88005263403977685,-0.87484856357124918,1
5,-1.5407283600104706,-0.80365770233973066,-0.80855510103073813,-0.79966722933224299,1
6,-1.5664813095227101,-0.97388671816148631,-0.97833532888539121,-0.97011315933809827,1
7,-1.5707934139066213,-1.0630982862220386,-1.0707370314120981,-1.0664267969780499,1
8,-1.5320200034988165,-0.87555540461943582,-0.87842577765902974,-0.87125825983442806,1
9,-1.5562021951261968,-0.79868737560406888,-0.79661360120608216,-0.78713108545117605,1
10,-1.572220185652035,-0.96390866569290434,-0.96384695734742776,-0.96162732686013264,1
11,-1.5832790691413892,-1.074332944998508,-1.0807524828779385,-1.0752791396291492,1
12,-1.5314085298936391,-0.85923074231607743,-0.86027604428945403,-0.85550580218912553,1
13,-1.5411995873759283,-0.82059196829840342,-0.81429584710992597,-0.81193036053332257,1
14,-1.5747090889195918,-0.96509421390600048,-0.97235148932402271,-0.96404704198276103,1
15,-1.5858165911053821,-1.0741496899119409,-1.0740879815664643,-1.0725303133306456,1
16,-1.5570025336675299,-0.87740291508400836,-0.87979458095869278,-0.87124330023552465,1
17,-1.5505007179941304,-0.79862005740900355,-0.79801606360327793,-0.79669026915046215,1
18,-1.565531374992343,-0.97325467510781671,-0.97475624484774759,-0.97084617968436593,1
19,-1.5644561538211594,-1.0568750930782154,-1.0643156235828044,-1.0568563935795861,1
20,-1.5514356929255944,-0.88228348422624947,-0.88566622352828561,-0.87920554675187057,1
21,-1.5407975481553988,-0.79977942632401866,-0.80265727916306429,-0.79201165459341727,1
22,-1.5711804935282474,-0.96699782286646085,-0.97353703753711884,-0.96197513753463715,1
23,-1.5667318828043424,-1.0748901900576604,-1.0803485737075462,-1.0694673354551703,1
24,-1.550536247041526,-0.87246250754615351,-0.8733320342324149,-0.86945936806629165,1
25,-1.5407320999101963,-0.80310045728057822,-0.80029740243604963,-0.78993975014529338,1
26,-1.5610360155218648,-0.95864662677862589,-0.96203684588011373,-0.95669813902145528,1
27,-1.5844739671038,-1.0773884430745317,-1.0738074890870253,-1.0742357076056357,1
28,-1.5503978707516695,-0.87748893277770301,-0.8777114568113914,-0.87583589709887499,1
29,-1.5444233809396155,-0.79217247028162896,-0.80241792558060965,-0.78789776489497643,1
30,-1.5570081435171186,-0.95706464919458911,-0.96043990869717355,-0.95321629237668404,1
31,-1.5691403782277933,-1.0616397253289551,-1.0676777934363484,-1.057454777535723,1
32,-1.5427796950101023,-0.85466806465053402,-0.86269949931180823,-0.85062523304688442,1
33,-1.5348941164381362,-0.78426632226117088,-0.78418591441706498,-0.7781553261091233,1
34,-1.5653107209085175,-0.95723294468225262,-0.96187603019190204,-0.96328784233841236,1
35,-1.5766613165764882,-1.0512577636899807,-1.0540084599383472,-1.0484864979931219,1
36,-1.5534421491285157,-0.85630988063018443,-0.85273640644212967,-0.84752485617415041,1
37,-1.5382001877957925,-0.76467298759741498,-0.75812629312730528,-0.75250709378920766,1
38,-1.5768445716630552,-0.95407646931363077,-0.95736571112252045,-0.95081527675268496,1
39,-1.577704748600002,-1.0444436663894723,-1.0476207112065865,-1.0387739784050758,1
40,-1.5549530686177613,-0.85541604459570508,-0.85292714132814829,-0.84353438316666274,1
41,-1.5476733538013838,-0.76978543052265913,-0.77597683451881261,-0.7655182049354583,1
42,-1.5687402089571267,-0.94151788603420872,-0.94308677396920493,-0.93400816738469128,1
43,-1.5823235247614331,-1.0507640969261678,-1.0515176867209277,-1.0442155325061953,1
44,-1.552267820614597,-0.83679882376039738,-0.84179719974400291,-0.83227354509211249,1
45,-1.5319208961560813,-0.76399980564676107,-0.76839979767422983,-0.75218546241278417,1
46,-1.5798776303407238,-0.948773291502368,-0.94972509598259813,-0.94658171026301674,1
47,-1.5854313814336189,-1.0403933549863711,-1.0446287914259023,-1.0350415584786721,1
48,-1.5285867755504814,-0.83026895883905405,-0.83461285237063498,-0.82221321482956167,1
49,-1.5427834349098282,-0.74963111090002499,-0.75557568151427201,-0.74685984520316617,1
50,-1.5626797014513782,-0.92744838326554102,-0.92633950299682488,-0.92046973037709501,1
51,-1.5844122587583234,-1.0493728542281497,-1.0473140394290663,-1.0382354328445527,1
52,-1.5417343930367255,-0.82084067163017282,-0.824608620603972,-0.81776273415579392,1
53,-1.5395596413461408,-0.75424614716173044,-0.75705668180571062,-0.75439574315076463,1
54,-1.5652602322622184,-0.91305724912044983,-0.91636519042796882,-0.91064501379727314,1
55,-1.5716405011945276,-1.0109079855477279,-1.0144141415407173,-1.0102123641987188,1
56,-1.530922342929278,-0.81213418506838164,-0.81383396949378284,-0.81101221515062505,1
57,-1.539812084577636,-0.72627917701178446,-0.72861474439058116,-0.71913222863567505,1
58,-1.5541882591238239,-0.91797895715967537,-0.91746098104764451,-0.9105702158027561,1
59,-1.5635679276362688,-1.0268362184801456,-1.0254019669352801,-1.0178828985364481,1
60,-1.5382132774448329,-0.81839851710918932,-0.82139978663918811,-0.81459877898772026,1
61,-1.5390771942815054,-0.75377491979627265,-0.75248278444098959,-0.74871109556746451,1
62,-1.5797149447026491,-0.93209333872505329,-0.93589494679638519,-0.93376507390251062,1
63,-1.5811809853951844,-1.0483668212018946,-1.0450813192927306,-1.0459433661795403,1
64,-1.5346061441592453,-0.82475260674341744,-0.828019409153952,-0.81990195679898314,1
65,-1.5384844201749575,-0.75647512739834022,-0.7515029307128156,-0.74789953732695402,1
66,-1.5609574776276218,-0.93483094532437938,-0.93567055281283396,-0.92940435082216333,1
67,-1.5794999004684125,-1.0413432895167383,-1.0437910538873105,-1.0374650135010264,1
68,-1.5467851276164932,-0.84933496764146432,-0.84909000420942082,-0.84509766125207031,1
69,-1.5507718607242549,-0.77515966642871326,-0.78218880796345824,-0.77613952015688736,1
70,-1.5684877657256315,-0.94758774328927187,-0.94966151768725859,-0.94324945960727968,1
71,-1.5755412166085947,-1.0505920615387785,-1.053911222545475,-1.0453487221231292,1
72,-1.5356645357816625,-0.84030684970324965,-0.84505839230494884,-0.83701199804477111,1
73,-1.5401898144499475,-0.77808426801433206,-0.78273857322315898,-0.77639009343851961,1
74,-1.5757001623469435,-0.96733441384178775,-0.96702213221467892,-0.96199757693299226,1
75,-1.5710159379403097,-1.049361634528972,-1.0495804186629347,-1.0430225044936474,1
76,-1.5407994181052618,-0.84160459490812145,-0.84779225900454902,-0.83906520299426568,1
77,-1.548623288331751,-0.76714880121593121,-0.77024356823907647,-0.76407834354100401,1
78,-1.5540162237364346,-0.95426346429992348,-0.95157260644717068,-0.94743814730023757,1
79,-1.5635903670346241,-1.0459732853773471,-1.0507809264749342,-1.0463285758513035,1
80,-1.5561872355272934,-0.85679232769481983,-0.86164858748884288,-0.85019140467868515,1
81,-1.5570287129656109,-0.78432242075705871,-0.7801692621114964,-0.77971860419453087,1
82,-1.5654883661454957,-0.93323774804116499,-0.93801173004121929,-0.93108730569879827,1
83,-1.5742172921056419,-1.0636368317825617,-1.0654562929991904,-1.0526864053852574,1
84,-1.5499098138374454,-0.84561376741423833,-0.84244046249685012,-0.84165695350428338,1
85,-1.534619233808286,-0.76849142521751324,-0.76658594630719001,-0.76307979031420059,1
86,-1.5701931600006216,-0.94691456133861784,-0.95034965923681591,-0.94496607358144724,1
87,-1.5752158453324452,-1.0370311851328271,-1.0375117622475996,-1.0329135555346605,1
88,-1.5472582249318139,-0.85498221622750581,-0.85757583668738646,-0.84844113160698487,1
89,-1.5380898607538798,-0.76288905542818197,-0.76530316070122162,-0.75575706665097597,1
90,-1.5803881266533031,-0.95965639970460692,-0.95642325639160497,-0.95174277188469703,1
91,-1.5632313366609418,-1.0443127698990675,-1.0442248822555098,-1.0355950636380986,1
92,-1.5301687531345181,-0.81932601224120138,-0.82387560025770434,-0.81183125319058735,1
93,-1.5452966475256029,-0.77350289085015933,-0.77868826182005768,-0.76803889735068476,1
94,-1.5748455952595855,-0.94577763182195784,-0.94870784325716551,-0.94051185300795359,1
95,-1.5823366144104738,-1.0566133000974054,-1.0546554625909204,-1.0488343086676264,1
96,-1.548600848933396,-0.85045319765949501,-0.85843601362433319,-0.85218477123256609,1
97,-1.5501155083223674,-0.75783271099882565,-0.76427842817633729,-0.75364402330586766,1
98,-1.5693610323116187,-0.94418069463901766,-0.95125845487019878,-0.94260993675415838,1
99,-1.5786883422279019,-1.0589357778271618,-1.0611815876125377,-1.056519802604259,1
100,-1.5560264198390816,-0.85773852232546122,-0.85604621769951161,-0.84887495997518414,1
101,-1.5507138922785042,-0.78202238242565769,-0.7816203432051283,-0.772968085189362,1
102,-1.5724427096857234,-0.95734514167402829,-0.95887289071204018,-0.95569584589492607,1
103,-1.5763920437962267,-1.0652786477622123,-1.0631113758710791,-1.0558017418568948,1
104,-1.5491038654465235,-0.84952944242720885,-0.84999505994307778,-0.8463916665572162,1
105,-1.5398233042768137,-0.77274743110553656,-0.77785052428146617,-0.77068674635659029,1
106,-1.5581787321313114,-0.94439012902366548,-0.94916411102371978,-0.93934874419321257,1
107,-1.5687402089571267,-1.0463846743471912,-1.0500142470311338,-1.0403148170921281,1
108,-1.5480641733227358,-0.86002360105795872,-0.86603548986727119,-0.86227502069292361,1
109,-1.5355785180879677,-0.75736896343281956,-0.76109577350963442,-0.75420500826474601,2
110,-1.556327481767013,-0.932437409499832,-0.93900654336829681,-0.9308142930188108,2
111,-1.5789987539051478,-1.052256316916784,-1.0525910379422481,-1.045977025277073,2
112,-1.5509962547078062,-0.8415297969136043,-0.84833080456507215,-0.83422577274900889,2
113,-1.5306568100487423,-0.77387314092301906,-0.77238653078199149,-0.76465802799851157,2
114,-1.5713880579630324,-0.94170488102050143,-0.94220789753362899,-0.93575470055666565,2
115,-1.5707130060625154,-1.0450570099445127,-1.0511137775505353,-1.0428953479029683,2
